,activity_nr,X.x,reporting_id,state_flag,estab_name,site_address,site_city,site_state,site_zip,owner_type,owner_code,adv_notice,safety_hlth,sic_code,naics_code,insp_type,insp_scope,why_no_insp,union_status,safety_manuf,safety_const,safety_marit,health_manuf,health_const,health_marit,migrant,mail_street,mail_city,mail_state,mail_zip,host_est_key,nr_in_estab,open_date,case_mod_date,close_conf_date,close_case_date,ld_dt,year,X.y,citation_id,delete_flag,standard,viol_type,issuance_date,abate_date,abate_complete,current_penalty,initial_penalty,contest_date,final_order_date,nr_instances,nr_exposed,rec,gravity,emphasis,hazcat,fta_insp_nr,fta_issuance_date,fta_penalty,fta_contest_date,fta_final_order_date,hazsub1,hazsub2,hazsub3,hazsub4,hazsub5,load_dt
1862,316700723,990,950624,NA,CALIFORNIA HEALTH CARE FACILITY,7707 AUSTIN RD,STOCKTON,CA,95215,C,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,PO BOX 32050,STOCKTON,CA,95213,N077    000023409,2400,8/21/2013,5/15/2014,8/22/2013,5/1/2014,2014-05-19 01:01:16 EDT,2014,3101969,1001,X,3365,O,9/23/2013,10/17/2013,X,NA,750,10/30/2013,4/30/2014,1,NA,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2014-05-19 01:01:18 EDT
1863,316702620,993,950624,NA,CA DEPT OF CORRECTIONS-CHADERJAIN YOUTH FACILITY,7650 S. NEWCASTLE ROAD,STOCKTON,CA,95213,C,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,PO BOX 213014,STOCKTON,CA,95213,N077    000017762,200,12/13/2013,5/31/2016,5/29/2014,5/16/2016,2016-06-30 01:10:52 EDT,2016,3102176,1001,,3203 A04,O,5/29/2014,7/1/2014,X,1125,1125,,,1,NA,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2016-06-30 01:11:27 EDT
1864,316702620,993,950624,NA,CA DEPT OF CORRECTIONS-CHADERJAIN YOUTH FACILITY,7650 S. NEWCASTLE ROAD,STOCKTON,CA,95213,C,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,PO BOX 213014,STOCKTON,CA,95213,N077    000017762,200,12/13/2013,5/31/2016,5/29/2014,5/16/2016,2016-06-30 01:10:52 EDT,2016,3102177,1002,,5142 B02,O,5/29/2014,7/1/2014,X,750,750,,,1,NA,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2016-06-30 01:11:27 EDT
1865,316703446,995,950624,NA,CA CORRECTIONS - DEUEL VOCATIONAL INSTITUTE,23500KASSON ROAD,TRACY,CA,95203,C,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,23500 KASSON RD,TRACY,CA,95376,N077    000016086,500,2/20/2014,3/15/2016,3/20/2014,2/10/2015,2016-03-18 01:04:38 EDT,2015,3102260,1003,,5097 C,O,7/15/2014,8/8/2014,X,325,800,7/29/2014,1/22/2015,20,14,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2016-03-18 01:05:06 EDT
1866,316703446,995,950624,NA,CA CORRECTIONS - DEUEL VOCATIONAL INSTITUTE,23500KASSON ROAD,TRACY,CA,95203,C,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,23500 KASSON RD,TRACY,CA,95376,N077    000016086,500,2/20/2014,3/15/2016,3/20/2014,2/10/2015,2016-03-18 01:04:38 EDT,2015,3102259,1002,,5144 C,O,7/15/2014,8/8/2014,X,325,800,7/29/2014,1/22/2015,20,50,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2016-03-18 01:05:06 EDT
1867,316703446,995,950624,NA,CA CORRECTIONS - DEUEL VOCATIONAL INSTITUTE,23500KASSON ROAD,TRACY,CA,95203,C,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,23500 KASSON RD,TRACY,CA,95376,N077    000016086,500,2/20/2014,3/15/2016,3/20/2014,2/10/2015,2016-03-18 01:04:38 EDT,2015,3102258,1001,,3203 A06,O,7/15/2014,8/8/2014,X,325,800,7/29/2014,1/22/2015,1,14,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2016-03-18 01:05:06 EDT
1868,316707462,998,453710,NA,NC DEPT OF PUBLIC SAFETY - SCOTLAND CORRECTIONAL,22385 MCGIRTS BRIDGE ROAD,LAURINBURG,NC,28353,C,0,N,H,9223,922140,B,B,,N,,,NA,X,,,NA,P O BOX 1808,LAURINBURG,NC,28353,N016    000074582,546,11/16/2012,2/12/2013,11/27/2012,2/11/2013,2013-02-14 02:38:07 EST,2013,3102722,1001,,19100132 D01,S,12/14/2012,1/9/2013,X,NA,825,,,1,5,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-02-14 02:38:10 EST
1869,316708387,1000,253410,NA,NJDOC-NEW JERSEY STATE PRISON,NJ STATE PRISON,TRENTON,NJ,8625,C,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,PO BOX 863,TRENTON,NJ,8625,N491    000000057,900,3/26/2013,6/7/2013,3/26/2013,6/6/2013,2013-06-11 02:05:55 EDT,2013,3102995,1005,,130006 A,O,4/26/2013,5/29/2013,X,NA,NA,,,1,900,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-06-11 02:05:57 EDT
1870,316708387,1000,253410,NA,NJDOC-NEW JERSEY STATE PRISON,NJ STATE PRISON,TRENTON,NJ,8625,C,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,PO BOX 863,TRENTON,NJ,8625,N491    000000057,900,3/26/2013,6/7/2013,3/26/2013,6/6/2013,2013-06-11 02:05:55 EDT,2013,3102994,1002,,19040029 A,O,4/26/2013,4/3/2013,X,NA,NA,,,2,900,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-06-11 02:05:57 EDT
1871,316708387,1000,253410,NA,NJDOC-NEW JERSEY STATE PRISON,NJ STATE PRISON,TRENTON,NJ,8625,C,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,PO BOX 863,TRENTON,NJ,8625,N491    000000057,900,3/26/2013,6/7/2013,3/26/2013,6/6/2013,2013-06-11 02:05:55 EDT,2013,3102993,1003,,130003 A01,O,4/26/2013,5/29/2013,X,NA,NA,,,1,900,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-06-11 02:05:57 EDT
1872,316708387,1000,253410,NA,NJDOC-NEW JERSEY STATE PRISON,NJ STATE PRISON,TRENTON,NJ,8625,C,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,PO BOX 863,TRENTON,NJ,8625,N491    000000057,900,3/26/2013,6/7/2013,3/26/2013,6/6/2013,2013-06-11 02:05:55 EDT,2013,3102996,1001,,19040029 A,O,4/26/2013,4/3/2013,X,NA,NA,,,2,900,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-06-11 02:05:57 EDT
1873,316708387,1000,253410,NA,NJDOC-NEW JERSEY STATE PRISON,NJ STATE PRISON,TRENTON,NJ,8625,C,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,PO BOX 863,TRENTON,NJ,8625,N491    000000057,900,3/26/2013,6/7/2013,3/26/2013,6/6/2013,2013-06-11 02:05:55 EDT,2013,3102992,1004,,130003 A09,O,4/26/2013,5/29/2013,X,NA,NA,,,1,900,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-06-11 02:05:57 EDT
1874,316721745,1003,950625,NA,CA CORRECTIONS - CORCORAN,4001 KING AVE,CORCORAN,CA,93212,C,0,N,H,9223,922140,B,B,,N,,,NA,,,,NA,P O BOX 8800,CORCORAN,CA,93212,N068    000022353,800,2/8/2013,5/24/2016,8/7/2013,5/13/2014,2016-06-30 01:10:52 EDT,2014,3105278,1001,X,3203 A04,O,8/8/2013,9/10/2013,,NA,750,9/3/2013,5/13/2014,1,800,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2016-06-30 01:11:27 EDT
1875,316722867,1004,950625,NA,FRESNO COUNTY DIVISION OF CORRECTIONAL HEALTH,"1225 ""M"" STREET",FRESNO,CA,93721,B,0,N,S,9223,922140,B,B,,Y,,,NA,,,,NA,,,,0,N068    000026324,70,4/22/2013,7/12/2013,5/3/2013,7/11/2013,2013-07-15 01:01:24 EDT,2013,3105360,1001,,23400016 C,O,5/9/2013,5/14/2013,I,185,185,,,1,4,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-07-15 01:01:26 EDT
1876,316722867,1004,950625,NA,FRESNO COUNTY DIVISION OF CORRECTIONAL HEALTH,"1225 ""M"" STREET",FRESNO,CA,93721,B,0,N,S,9223,922140,B,B,,Y,,,NA,,,,NA,,,,0,N068    000026324,70,4/22/2013,7/12/2013,5/3/2013,7/11/2013,2013-07-15 01:01:24 EDT,2013,3105359,1002,,5193 C01    C,O,5/9/2013,5/14/2013,I,185,185,,,1,2,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-07-15 01:01:26 EDT
1877,316723121,1005,950625,NA,CA CORRECTIONS - AVENAL,1 KINGS WAY,AVENAL,CA,93204,C,0,N,S,9223,922140,A,B,,Y,,,NA,,,,NA,P.O. BOX 39,AVENAL,CA,93204,N068    000022048,1000,5/7/2013,4/25/2014,9/16/2013,4/24/2014,2014-04-28 01:01:11 EDT,2014,3105388,1001,,342 A,O,9/20/2013,9/25/2013,I,3000,5000,10/21/2013,2/24/2014,1,1,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2014-04-28 01:01:14 EDT
1878,316723121,1005,950625,NA,CA CORRECTIONS - AVENAL,1 KINGS WAY,AVENAL,CA,93204,C,0,N,S,9223,922140,A,B,,Y,,,NA,,,,NA,P.O. BOX 39,AVENAL,CA,93204,N068    000022048,1000,5/7/2013,4/25/2014,9/16/2013,4/24/2014,2014-04-28 01:01:11 EDT,2014,3105390,1002,,3272 C,O,9/20/2013,11/6/2013,X,450,560,10/21/2013,2/24/2014,1,1,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2014-04-28 01:01:14 EDT
1879,316723121,1005,950625,NA,CA CORRECTIONS - AVENAL,1 KINGS WAY,AVENAL,CA,93204,C,0,N,S,9223,922140,A,B,,Y,,,NA,,,,NA,P.O. BOX 39,AVENAL,CA,93204,N068    000022048,1000,5/7/2013,4/25/2014,9/16/2013,4/24/2014,2014-04-28 01:01:11 EDT,2014,3105389,1003,,3395 E03,O,9/20/2013,11/6/2013,X,560,700,10/21/2013,2/24/2014,1,1,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2014-04-28 01:01:14 EDT
1880,316723899,1008,950625,NA,"CALIFORNIA STATE PRISON CORCORAN, SATF",900 QUEBEC AVE,CORCORAN,CA,93212,C,0,N,H,9223,922140,C,B,,Y,,,NA,,,,NA,,,,0,N068    000026474,1856,6/28/2013,6/18/2014,12/19/2013,6/18/2014,2014-06-21 02:09:46 EDT,2014,3105438,2001,,5199 G,S,12/19/2013,12/29/2013,X,20250,20250,,,1,1856,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2014-06-21 02:09:55 EDT
1881,316723899,1008,950625,NA,"CALIFORNIA STATE PRISON CORCORAN, SATF",900 QUEBEC AVE,CORCORAN,CA,93212,C,0,N,H,9223,922140,C,B,,Y,,,NA,,,,NA,,,,0,N068    000026474,1856,6/28/2013,6/18/2014,12/19/2013,6/18/2014,2014-06-21 02:09:46 EDT,2014,3105440,1004,,5199 H10,O,12/19/2013,1/21/2014,X,935,935,,,1,1856,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2014-06-21 02:09:55 EDT
1882,316723899,1008,950625,NA,"CALIFORNIA STATE PRISON CORCORAN, SATF",900 QUEBEC AVE,CORCORAN,CA,93212,C,0,N,H,9223,922140,C,B,,Y,,,NA,,,,NA,,,,0,N068    000026474,1856,6/28/2013,6/18/2014,12/19/2013,6/18/2014,2014-06-21 02:09:46 EDT,2014,3105437,1001,,5199 D01,O,12/19/2013,1/21/2014,X,935,935,,,1,1856,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2014-06-21 02:09:55 EDT
1883,316723899,1008,950625,NA,"CALIFORNIA STATE PRISON CORCORAN, SATF",900 QUEBEC AVE,CORCORAN,CA,93212,C,0,N,H,9223,922140,C,B,,Y,,,NA,,,,NA,,,,0,N068    000026474,1856,6/28/2013,6/18/2014,12/19/2013,6/18/2014,2014-06-21 02:09:46 EDT,2014,3105442,1005,,5199 J04,O,12/19/2013,1/21/2014,X,935,935,,,1,1856,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2014-06-21 02:09:55 EDT
1884,316723899,1008,950625,NA,"CALIFORNIA STATE PRISON CORCORAN, SATF",900 QUEBEC AVE,CORCORAN,CA,93212,C,0,N,H,9223,922140,C,B,,Y,,,NA,,,,NA,,,,0,N068    000026474,1856,6/28/2013,6/18/2014,12/19/2013,6/18/2014,2014-06-21 02:09:46 EDT,2014,3105441,1003,,5199 H06    C,O,12/19/2013,1/21/2014,X,935,935,,,1,1856,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2014-06-21 02:09:55 EDT
1885,316723899,1008,950625,NA,"CALIFORNIA STATE PRISON CORCORAN, SATF",900 QUEBEC AVE,CORCORAN,CA,93212,C,0,N,H,9223,922140,C,B,,Y,,,NA,,,,NA,,,,0,N068    000026474,1856,6/28/2013,6/18/2014,12/19/2013,6/18/2014,2014-06-21 02:09:46 EDT,2014,3105439,1002,,5199 E02,O,12/19/2013,1/21/2014,X,935,935,,,1,1856,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2014-06-21 02:09:55 EDT
1886,316724319,1503,950625,NA,CA CORRECTIONS - PLEASANT VALLEY STATE PRISON,24863 W JAYNE AVE,COALINGA,CA,93210,C,NA,N,S,8063,622210,B,B,,Y,,,NA,,,,NA,P O BOX 8500,COALINGA,CA,93210,N068    000019472,1200,7/25/2013,1/4/2019,1/15/2014,5/8/2014,2019-01-08 00:17:46 EST,2014,3105495,1002,,    6184 C02,O,1/16/2014,2/18/2014,X,280,280,1/31/2014,5/8/2014,1,NA,,NA,NA,,NA,,0,NA,NA,,,NA,,NA,2019-01-08 00:18:22 EST
1887,316724319,1503,950625,NA,CA CORRECTIONS - PLEASANT VALLEY STATE PRISON,24863 W JAYNE AVE,COALINGA,CA,93210,C,NA,N,S,8063,622210,B,B,,Y,,,NA,,,,NA,P O BOX 8500,COALINGA,CA,93210,N068    000019472,1200,7/25/2013,1/4/2019,1/15/2014,5/8/2014,2019-01-08 00:17:46 EST,2014,3105494,1001,,    3395 D03,O,1/16/2014,2/18/2014,X,560,1125,1/31/2014,5/8/2014,1,2,,NA,NA,,NA,,0,NA,NA,,,NA,,NA,2019-01-08 00:18:22 EST
1888,316725332,1505,950625,NA,CA CORRECTIONS DIVISION OF ADULT PAROLE OPERATIONS,344 W. 5TH STREET,HANFORD,CA,93230,C,0,N,H,8322,922150,B,B,,N,,,NA,,,,NA,,,,0,N068    000026700,37,9/20/2013,11/25/2013,9/27/2013,11/22/2013,2013-11-28 01:01:29 EST,2013,3105608,1001,,6151 E03,O,10/3/2013,10/8/2013,I,375,375,,,4,20,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-11-28 01:01:35 EST
1889,316738087,1506,454731,NA,HARDIN COUNTY-JAIL,511 WATER STREET,SAVANNAH,TN,38372,B,0,N,S,9221,922120,H,A,,N,,,NA,,,,NA,COURTHOUSE 465 S MAIN ST,SAVANNAH,TN,38372,N125    000056179,27,8/30/2012,10/22/2012,8/30/2012,10/22/2012,2012-10-24 02:37:40 EDT,2012,3108219,1002,,19101030 G02   IIB,S,9/24/2012,10/27/2012,X,NA,NA,,,1,4,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2012-10-24 02:37:43 EDT
1890,316738087,1506,454731,NA,HARDIN COUNTY-JAIL,511 WATER STREET,SAVANNAH,TN,38372,B,0,N,S,9221,922120,H,A,,N,,,NA,,,,NA,COURTHOUSE 465 S MAIN ST,SAVANNAH,TN,38372,N125    000056179,27,8/30/2012,10/22/2012,8/30/2012,10/22/2012,2012-10-24 02:37:40 EDT,2012,3108220,1001,,19101030 C01   IV,S,9/24/2012,10/27/2012,X,NA,NA,,,1,4,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2012-10-24 02:37:43 EDT
1891,316738087,1506,454731,NA,HARDIN COUNTY-JAIL,511 WATER STREET,SAVANNAH,TN,38372,B,0,N,S,9221,922120,H,A,,N,,,NA,,,,NA,COURTHOUSE 465 S MAIN ST,SAVANNAH,TN,38372,N125    000056179,27,8/30/2012,10/22/2012,8/30/2012,10/22/2012,2012-10-24 02:37:40 EDT,2012,3108221,1003,,9000602,S,9/24/2012,10/27/2012,X,NA,NA,,,1,4,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2012-10-24 02:37:43 EDT
1892,316744275,1022,155010,NA,CHITTENDEN REGIONAL CORRECTIONAL FACILITY,7 FARRELL STREET,SOUTH BURLINGTON,VT,5403,A,0,N,S,9223,922140,B,B,,Y,X,,NA,,,,NA,,,,0,N038    000012974,200,3/21/2013,9/20/2013,3/28/2013,8/26/2013,2013-09-23 01:01:24 EDT,2013,3109415,1001,,19100151 C,S,5/8/2013,6/3/2013,X,962.5,1925,,,2,15,C,5,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-09-23 01:01:27 EDT
1893,316744598,1023,155010,NA,MARBLE VALLEY REGIONAL CORRECTIONS FACILITY,167 STATE STREET,RUTLAND,VT,5701,C,0,N,H,9223,922140,B,B,,Y,,,NA,X,,,NA,,,,0,N038    000014829,77,9/30/2013,7/17/2014,9/30/2013,7/14/2014,2014-07-21 01:01:12 EDT,2014,3109451,1001,,19101200 G08,O,3/11/2014,3/14/2014,I,NA,525,,,1,2,C,1,NA,,NA,,NA,NA,NA,,,NA,,NA,2014-07-21 01:01:14 EDT
1894,316754423,1025,453710,NA,NC DOC CORRECTIONAL INSTITUTION FOR WOMEN,1034 BRAGG STREET,RALEIGH,NC,27610,C,0,N,H,9223,922140,B,B,,N,,,NA,X,,,NA,MAIL SERVICE 4287,RALEIGH,NC,27699,N016    000021044,800,1/9/2013,2/12/2013,1/9/2013,2/11/2013,2013-02-14 02:38:07 EST,2013,3110765,1001,,19040040 A,O,1/29/2013,2/22/2013,X,NA,NA,,,1,5,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-02-14 02:38:10 EST
1895,316760511,1027,253620,NA,CHEMUNG CO JAIL,211 WILLIAMS ST,ELMIRA,NY,14901,B,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,203 LAKE ST PO BOX 588,ELMIRA,NY,14902,N060    000005795,92,3/21/2014,6/17/2016,3/21/2014,10/20/2015,2016-06-30 01:10:52 EDT,2015,3112127,1003,,19101030 G02   II,S,4/29/2015,7/27/2015,X,NA,NA,,,1,1,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2016-06-30 01:11:27 EDT
1896,316760511,1027,253620,NA,CHEMUNG CO JAIL,211 WILLIAMS ST,ELMIRA,NY,14901,B,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,203 LAKE ST PO BOX 588,ELMIRA,NY,14902,N060    000005795,92,3/21/2014,6/17/2016,3/21/2014,10/20/2015,2016-06-30 01:10:52 EDT,2015,3112128,1001,,19101030 C01   II,S,4/29/2015,7/27/2015,X,NA,NA,,,1,90,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2016-06-30 01:11:27 EDT
1897,316760511,1027,253620,NA,CHEMUNG CO JAIL,211 WILLIAMS ST,ELMIRA,NY,14901,B,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,203 LAKE ST PO BOX 588,ELMIRA,NY,14902,N060    000005795,92,3/21/2014,6/17/2016,3/21/2014,10/20/2015,2016-06-30 01:10:52 EDT,2015,3112126,1002,,19101030 D04   IIA,S,4/29/2015,7/27/2015,X,NA,NA,,,1,90,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2016-06-30 01:11:27 EDT
1898,316766443,1030,253670,NA,ONONDAGA CO DEPT. OF CORRECTIONS JAMESVILLE FACILI,6660 EAST SENECA TURNPIKE,JAMESVILLE,NY,13078,B,0,N,H,9223,922140,D,B,,Y,,,NA,,,,NA,421 MONTGOMERY ST,SYRACUSE,NY,13202,N063    000009625,350,5/31/2013,11/15/2013,5/31/2013,10/16/2013,2013-11-18 01:00:32 EST,2013,3113502,1001,,19100095 G01,S,6/26/2013,11/30/2013,X,NA,NA,,,2,2,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-11-18 01:00:35 EST
1899,316766443,1030,253670,NA,ONONDAGA CO DEPT. OF CORRECTIONS JAMESVILLE FACILI,6660 EAST SENECA TURNPIKE,JAMESVILLE,NY,13078,B,0,N,H,9223,922140,D,B,,Y,,,NA,,,,NA,421 MONTGOMERY ST,SYRACUSE,NY,13202,N063    000009625,350,5/31/2013,11/15/2013,5/31/2013,10/16/2013,2013-11-18 01:00:32 EST,2013,3113503,1002,,19100095 K01,S,6/26/2013,9/23/2013,X,NA,NA,,,2,2,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-11-18 01:00:35 EST
1900,316767466,1032,253670,NA,NYSDOCCS WILLARD DRUG TREATMENT CENTER,7116 CR 132 PO BOX 303,WILLARD,NY,14588,C,0,N,H,9223,922140,F,B,,Y,,,NA,,,,NA,STATE CAMPUS  BUILDING 2,ALBANY,NY,12226,N063    000011186,300,8/6/2013,11/15/2013,8/29/2013,11/13/2013,2013-11-18 01:00:32 EST,2013,3113612,1001,,19100095 G01,S,10/23/2013,10/28/2013,I,NA,NA,,,13,13,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-11-18 01:00:35 EST
1901,316767466,1032,253670,NA,NYSDOCCS WILLARD DRUG TREATMENT CENTER,7116 CR 132 PO BOX 303,WILLARD,NY,14588,C,0,N,H,9223,922140,F,B,,Y,,,NA,,,,NA,STATE CAMPUS  BUILDING 2,ALBANY,NY,12226,N063    000011186,300,8/6/2013,11/15/2013,8/29/2013,11/13/2013,2013-11-18 01:00:32 EST,2013,3113611,1002,,19100095 K01,S,10/23/2013,1/20/2014,X,NA,NA,,,13,13,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-11-18 01:00:35 EST
1902,316768795,1507,253670,NA,SCRIBA TN JUSTICE CENTER,43 CREAMERY RD.,OSWEGO,NY,13126,B,0,N,S,9199,921190,H,A,,N,,,NA,,,,NA,42 CREAMERY RD.,OSWEGO,NY,13126,N063    000011876,5,10/17/2013,12/3/2013,10/17/2013,11/27/2013,2013-12-06 01:02:07 EST,2013,3113807,2001,,19100037 B02,O,11/13/2013,12/30/2013,X,NA,NA,,,1,5,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-12-06 01:02:13 EST
1903,316768795,1507,253670,NA,SCRIBA TN JUSTICE CENTER,43 CREAMERY RD.,OSWEGO,NY,13126,B,0,N,S,9199,921190,H,A,,N,,,NA,,,,NA,42 CREAMERY RD.,OSWEGO,NY,13126,N063    000011876,5,10/17/2013,12/3/2013,10/17/2013,11/27/2013,2013-12-06 01:02:07 EST,2013,3113806,2002,,19100037 B05,O,11/13/2013,12/30/2013,X,NA,NA,,,2,5,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-12-06 01:02:13 EST
1904,316787621,1039,953210,NA,ST OF NV - DEPT. OF CORRECTIONS/NNCC,1721 E. SNYDER AVENUE,CARSON CITY,NV,89702,C,0,N,H,9223,922140,B,B,,N,,,NA,X,,,NA,P. O. BOX 7000,CARSON CITY,NV,89702,N050    000015864,373,1/4/2013,2/28/2013,1/4/2013,2/27/2013,2013-03-02 04:57:53 EST,2013,3117476,1001,,19100141 A05,O,2/5/2013,3/6/2013,X,NA,NA,,,1,6,,3,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-03-02 04:57:57 EST
1905,316791581,1040,1054116,NA,STATE OF OREGON - OREGON YOUTH AUTHORITY,2001 NE F STREET,GRANTS PASS,OR,97526,C,0,N,S,9223,922140,H,A,,Y,X,,NA,,,,NA,530 CENTER ST NE STE 200,SALEM,OR,97301,N106    000047998,88,2/21/2013,2/18/2015,2/21/2013,2/18/2015,2015-02-21 02:13:07 EST,2015,3118194,2003,,19101030 G02   IIB,O,3/8/2013,3/25/2013,X,NA,NA,3/20/2013,4/23/2013,1,75,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2015-02-21 02:13:09 EST
1906,316791581,1040,1054116,NA,STATE OF OREGON - OREGON YOUTH AUTHORITY,2001 NE F STREET,GRANTS PASS,OR,97526,C,0,N,S,9223,922140,H,A,,Y,X,,NA,,,,NA,530 CENTER ST NE STE 200,SALEM,OR,97301,N106    000047998,88,2/21/2013,2/18/2015,2/21/2013,2/18/2015,2015-02-21 02:13:07 EST,2015,3118192,1001,X,19100212 A01,S,3/8/2013,2/21/2013,X,NA,240,3/20/2013,4/23/2013,1,2,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2015-02-21 02:13:09 EST
1907,316791581,1040,1054116,NA,STATE OF OREGON - OREGON YOUTH AUTHORITY,2001 NE F STREET,GRANTS PASS,OR,97526,C,0,N,S,9223,922140,H,A,,Y,X,,NA,,,,NA,530 CENTER ST NE STE 200,SALEM,OR,97301,N106    000047998,88,2/21/2013,2/18/2015,2/21/2013,2/18/2015,2015-02-21 02:13:07 EST,2015,3118193,2002,,19100305 G01   IVA,O,3/8/2013,3/18/2013,X,NA,NA,3/20/2013,4/23/2013,1,2,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2015-02-21 02:13:09 EST
1908,316805324,1043,950612,NA,SALINAS VALLEY STATE PRISON,31625 HWY. 101,SOLEDAD,CA,93960,C,0,N,S,9223,922140,A,B,,Y,,,NA,,,,NA,P.O. BOX 1020,SOLEDAD,CA,93960,N069    000028429,100,1/24/2013,6/12/2013,3/5/2013,5/25/2013,2013-06-14 02:09:03 EDT,2013,3120830,1002,,3203 A07,O,3/12/2013,3/15/2013,I,600,900,,,1,2,A,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-06-14 02:09:05 EDT
1909,316805324,1043,950612,NA,SALINAS VALLEY STATE PRISON,31625 HWY. 101,SOLEDAD,CA,93960,C,0,N,S,9223,922140,A,B,,Y,,,NA,,,,NA,P.O. BOX 1020,SOLEDAD,CA,93960,N069    000028429,100,1/24/2013,6/12/2013,3/5/2013,5/25/2013,2013-06-14 02:09:03 EDT,2013,3120829,1003,,3702 C,O,3/12/2013,3/15/2013,I,600,900,,,1,2,A,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-06-14 02:09:05 EDT
1910,316805324,1043,950612,NA,SALINAS VALLEY STATE PRISON,31625 HWY. 101,SOLEDAD,CA,93960,C,0,N,S,9223,922140,A,B,,Y,,,NA,,,,NA,P.O. BOX 1020,SOLEDAD,CA,93960,N069    000028429,100,1/24/2013,6/12/2013,3/5/2013,5/25/2013,2013-06-14 02:09:03 EDT,2013,3120828,1001,X,3203 A04,O,3/12/2013,3/15/2013,I,NA,900,,,1,2,A,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-06-14 02:09:05 EDT
1911,316805902,1509,551703,NA,VERMILION COUNTY - SHERIFF'S DEPT. & JAIL.,2 E. SOUTH STREET,DANVILLE,IL,61832,B,0,N,S,9221,922120,H,A,,Y,,,NA,,,,NA,6 N VERMILION ST-ATTN:COUNTY BOARD CHAIRMAN,DANVILLE,IL,61832,N179    000002168,95,11/14/2012,5/3/2013,11/14/2012,3/26/2013,2013-05-07 02:07:39 EDT,2013,3120932,1003,,19100159 C02,S,1/31/2013,2/19/2013,X,NA,NA,,,1,95,,3,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-05-07 02:07:42 EDT
